10Bar Gegendruck
,Time,Pos/[cm],TOut/[°C],T1/[°C],T2/[°C],T3/[°C],T4/[°C],P1/[Bar],P2/[Bar]
0,12:16:22.745,17,24.2,30.3,28.8,31.5,26.0,67.0,89.6
1,12:16:22.797,17,24.2,30.2,28.8,31.5,26.0,67.0,89.6
2,12:16:22.849,17,24.2,30.3,28.8,31.6,26.0,67.0,89.6
3,12:16:22.901,17,24.2,30.3,28.8,31.6,26.0,67.0,89.6
4,12:16:22.953,17,24.2,30.2,28.8,31.6,26.0,67.0,89.6
5,12:16:23.005,17,24.2,30.3,28.8,31.6,26.0,67.0,89.6
6,12:16:23.056,17,24.2,30.3,28.8,31.6,26.0,67.0,89.6
7,12:16:23.109,17,24.2,30.2,28.8,31.5,26.0,66.6,89.6
8,12:16:23.162,17,24.2,30.2,28.8,31.5,26.0,67.0,89.6
9,12:16:23.213,17,24.2,30.3,28.7,31.5,26.1,66.6,89.6
10,12:16:23.263,17,24.2,30.2,28.7,31.5,26.0,66.6,89.9
11,12:16:23.312,17,24.2,30.2,28.7,31.5,26.0,66.6,89.9
12,12:16:23.363,17,24.2,30.2,28.6,31.5,26.0,66.6,89.9
13,12:16:23.412,17,24.2,30.3,28.6,31.7,26.0,66.6,89.9
14,12:16:23.463,17,24.2,30.2,28.6,31.7,26.0,66.6,89.9
15,12:16:23.513,17,24.2,30.2,28.6,31.7,26.0,66.6,89.9
16,12:16:23.563,17,24.2,30.2,28.6,31.7,26.1,66.6,89.9
17,12:16:23.613,17,24.2,30.2,28.6,31.7,26.1,66.6,89.9
18,12:16:23.663,16,24.2,30.2,28.6,31.7,26.1,66.6,89.9
19,12:16:23.712,17,24.2,30.2,28.6,31.6,26.1,66.6,89.9
20,12:16:23.763,17,24.2,30.2,28.6,31.6,26.1,66.3,89.9
21,12:16:23.813,16,24.2,30.2,28.6,31.6,26.1,66.6,89.9
22,12:16:23.863,16,24.2,30.2,28.6,31.7,26.1,66.3,89.9
23,12:16:23.913,16,24.2,30.2,28.6,31.6,26.1,66.3,89.9
24,12:16:23.963,16,24.2,30.2,28.6,31.6,26.1,66.3,90.3
25,12:16:24.013,16,24.2,30.2,28.6,31.6,26.1,66.3,90.3
26,12:16:24.063,16,24.2,30.2,28.6,31.6,26.1,66.3,90.3
27,12:16:24.113,16,24.2,30.2,28.5,31.6,26.1,66.3,90.6
28,12:16:24.162,17,24.2,30.0,28.5,31.6,26.1,66.3,90.6
29,12:16:24.213,16,24.2,30.0,28.5,31.6,26.1,66.3,90.6
30,12:16:24.263,16,24.2,30.0,28.5,31.6,26.1,66.3,90.6
31,12:16:24.313,16,24.2,30.0,28.5,31.6,26.2,66.3,90.6
32,12:16:24.363,16,24.2,30.0,28.5,31.6,26.2,66.3,90.9
33,12:16:24.413,16,24.2,30.0,28.5,31.6,26.1,66.3,90.9
34,12:16:24.463,16,24.2,29.8,28.5,31.6,26.1,66.3,90.9
35,12:16:24.513,16,24.2,29.8,28.5,31.6,26.2,66.3,90.9
36,12:16:24.562,16,24.2,29.8,28.5,31.6,26.2,66.0,90.9
37,12:16:24.613,16,24.2,29.8,28.5,31.5,26.2,66.3,90.9
38,12:16:24.663,16,24.2,29.8,28.5,31.5,26.2,66.3,90.9
39,12:16:24.713,16,24.2,29.8,28.5,31.5,26.2,66.0,90.9
40,12:16:24.763,16,24.2,29.7,28.4,31.5,26.2,66.3,90.9
41,12:16:24.812,16,24.2,29.8,28.4,31.5,26.3,66.3,90.9
42,12:16:24.863,16,24.2,29.8,28.3,31.5,26.3,66.3,90.9
43,12:16:24.913,16,24.2,29.8,28.4,31.5,26.3,66.0,90.9
44,12:16:24.963,16,24.2,29.8,28.4,31.5,26.3,66.0,90.9
45,12:16:25.013,16,24.2,29.7,28.4,31.5,26.3,66.0,90.9
46,12:16:25.063,16,24.2,29.7,28.3,31.5,26.3,66.0,90.9
47,12:16:25.113,16,24.2,29.7,28.3,31.5,26.4,66.0,90.9
48,12:16:25.163,16,24.2,29.7,28.2,31.5,26.4,66.0,90.9
49,12:16:25.213,16,24.2,29.7,28.2,31.6,26.5,66.0,90.9
50,12:16:25.263,16,24.2,29.7,28.3,31.6,26.5,66.0,90.9
51,12:16:25.313,16,24.2,29.7,28.2,31.6,26.4,66.0,90.9
52,12:16:25.363,16,24.2,29.7,28.3,31.6,26.4,66.0,90.9
53,12:16:25.413,16,24.2,29.7,28.3,31.6,26.5,66.0,90.9
54,12:16:25.463,16,24.2,29.7,28.3,31.6,26.5,66.0,90.9
55,12:16:25.513,16,24.2,29.7,28.2,31.6,26.6,66.0,90.9
56,12:16:25.563,16,24.2,29.7,28.2,31.5,26.5,66.0,90.9
57,12:16:25.613,16,24.2,29.7,28.3,31.5,26.5,66.0,90.9
58,12:16:25.663,16,24.2,29.7,28.2,31.5,26.5,66.0,91.2
59,12:16:25.713,16,24.2,29.7,28.2,31.5,26.5,66.0,91.2
60,12:16:25.763,16,24.2,29.7,28.2,31.5,26.6,66.0,91.2
61,12:16:25.813,16,24.2,29.7,28.1,31.5,26.6,66.0,91.2
62,12:16:25.863,16,24.2,29.7,28.2,31.5,26.6,66.0,91.2
63,12:16:25.913,16,24.2,29.7,28.1,31.5,26.6,66.0,91.2
64,12:16:25.963,16,24.2,29.7,28.0,31.5,26.6,66.0,91.5
65,12:16:26.013,16,24.2,29.7,28.0,31.5,26.6,66.0,91.5
66,12:16:26.063,16,24.2,29.7,28.0,31.5,26.8,65.7,91.5
67,12:16:26.112,16,24.2,29.7,28.0,31.6,26.8,65.7,91.5
68,12:16:26.163,16,24.2,29.7,28.0,31.6,26.8,65.7,91.5
69,12:16:26.212,16,24.2,29.7,28.1,31.6,26.8,65.7,91.5
70,12:16:26.263,16,24.2,29.6,27.9,31.7,26.7,65.7,91.5
71,12:16:26.313,16,24.2,29.6,27.9,31.6,26.8,65.7,91.5
72,12:16:26.363,16,24.2,29.6,27.9,31.6,26.9,65.7,91.5
73,12:16:26.413,16,24.2,29.5,27.9,31.7,26.9,65.7,91.5
74,12:16:26.463,16,24.2,29.5,27.9,31.6,26.9,65.7,91.5
75,12:16:26.513,16,24.2,29.6,27.9,31.6,26.9,65.7,91.5
76,12:16:26.563,16,24.2,29.6,27.8,31.6,26.9,65.7,91.5
77,12:16:26.613,16,24.2,29.6,27.8,31.6,26.9,65.7,91.5
78,12:16:26.663,16,24.2,29.6,27.8,31.6,27.0,65.7,91.8
79,12:16:26.713,16,24.2,29.6,27.8,31.7,26.9,65.7,91.8
80,12:16:26.763,16,24.2,29.6,27.8,31.6,27.0,65.7,91.8
81,12:16:26.813,16,24.2,29.6,27.8,31.6,27.0,65.7,91.8
82,12:16:26.863,16,24.2,29.6,27.7,31.6,27.0,65.7,92.2
83,12:16:26.914,16,24.2,29.6,27.7,31.6,27.0,65.4,91.8
84,12:16:26.963,16,24.2,29.6,27.7,31.6,27.1,65.7,92.2
85,12:16:27.013,16,24.2,29.6,27.7,31.6,27.1,65.4,92.2
86,12:16:27.063,16,24.2,29.6,27.7,31.6,27.1,65.4,92.2
87,12:16:27.112,16,24.2,29.6,27.7,31.6,27.1,65.4,92.2
88,12:16:27.167,16,24.2,29.6,27.7,31.7,27.1,65.4,92.2
89,12:16:27.213,16,24.2,29.6,27.7,31.7,27.1,65.4,92.2
90,12:16:27.263,16,24.2,29.6,27.7,31.6,27.2,65.4,92.2
91,12:16:27.312,16,24.2,29.6,27.7,31.6,27.2,65.4,92.2
92,12:16:27.363,16,24.2,29.6,27.7,31.5,27.2,65.4,92.2
93,12:16:27.413,16,24.2,29.6,27.7,31.5,27.2,65.4,92.2
94,12:16:27.463,16,24.2,29.6,27.7,31.5,27.2,65.4,92.2
95,12:16:27.512,16,24.2,29.7,27.8,31.5,27.2,65.4,92.2
96,12:16:27.562,16,24.2,29.7,27.8,31.5,27.4,65.4,92.5
97,12:16:27.612,16,24.2,29.7,27.8,31.5,27.4,65.4,92.5
98,12:16:27.663,16,24.2,29.7,27.8,31.5,27.4,65.4,92.5
99,12:16:27.713,16,24.2,29.7,27.8,31.4,27.4,65.4,92.5
100,12:16:27.763,16,24.2,29.7,27.7,31.5,27.4,65.4,92.5
101,12:16:27.812,16,24.2,29.7,27.7,31.4,27.4,65.4,92.5
102,12:16:27.863,16,24.2,29.7,27.7,31.4,27.6,65.1,92.5
103,12:16:27.913,16,24.2,29.7,27.7,31.4,27.6,65.4,92.5
104,12:16:27.963,16,24.2,29.7,27.7,31.4,27.6,65.4,92.5
105,12:16:28.012,16,24.2,29.7,27.7,31.3,27.6,65.1,92.8
106,12:16:28.063,16,24.2,29.7,27.7,31.4,27.6,65.1,92.8
107,12:16:28.112,16,24.2,29.7,27.6,31.4,27.6,65.4,92.8
108,12:16:28.163,16,24.2,29.7,27.6,31.4,27.7,65.1,92.8
109,12:16:28.213,16,24.2,29.7,27.6,31.4,27.8,65.4,92.8
110,12:16:28.263,16,24.2,29.7,27.6,31.4,27.8,65.1,92.8
111,12:16:28.313,16,24.2,29.7,27.7,31.4,27.8,65.1,92.8
112,12:16:28.362,16,24.2,29.7,27.6,31.4,27.8,65.1,92.8
113,12:16:28.413,16,24.2,29.7,27.4,31.4,27.8,65.1,93.1
114,12:16:28.463,16,24.2,29.7,27.4,31.5,27.9,65.1,93.1
115,12:16:28.513,16,24.2,29.8,27.4,31.4,28.0,65.1,93.1
116,12:16:28.562,16,24.2,29.8,27.4,31.4,28.0,65.1,93.1
