5Bar Gegendruck
,Time,Pos/[cm],TOut/[°C],T1/[°C],T2/[°C],T3/[°C],T4/[°C],P1/[Bar],P2/[Bar]
0,12:12:31.418,18,24.2,31.2,31.0,32.0,29.3,70.7,79.6
1,12:12:31.465,18,24.2,31.1,30.9,31.9,29.2,70.7,79.6
2,12:12:31.513,18,24.2,31.0,30.9,31.9,29.3,70.7,79.6
3,12:12:31.563,18,24.2,31.0,30.8,31.9,29.3,70.7,79.6
4,12:12:31.612,18,24.2,31.0,30.8,31.9,29.3,70.7,79.6
5,12:12:31.663,18,24.2,31.0,30.9,31.9,29.3,70.7,79.6
6,12:12:31.713,18,24.2,31.0,30.9,31.9,29.3,70.7,79.9
7,12:12:31.763,18,24.2,31.0,30.8,31.9,29.3,70.7,79.9
8,12:12:31.813,18,24.2,31.0,30.8,31.8,29.3,70.4,79.9
9,12:12:31.863,18,24.2,31.0,30.7,31.9,29.3,70.4,79.9
10,12:12:31.913,18,24.2,31.0,30.7,31.9,29.3,70.4,80.2
11,12:12:31.963,18,24.2,31.0,30.7,31.9,29.3,70.4,80.2
12,12:12:32.013,18,24.2,31.0,30.7,31.9,29.3,70.4,80.2
13,12:12:32.063,18,24.2,30.9,30.7,31.8,29.3,70.4,80.5
14,12:12:32.113,18,24.2,30.9,30.8,31.8,29.3,70.4,80.5
15,12:12:32.163,18,24.2,30.9,30.7,31.8,29.3,70.4,80.5
16,12:12:32.213,18,24.2,30.9,30.7,31.8,29.3,70.4,80.5
17,12:12:32.262,18,24.2,30.9,30.8,31.8,29.2,70.4,80.8
18,12:12:32.313,18,24.2,30.9,30.7,31.8,29.2,70.4,80.5
19,12:12:32.363,18,24.2,30.8,30.7,31.8,29.2,70.1,80.8
20,12:12:32.413,18,24.2,30.7,30.7,31.7,29.2,70.4,80.8
21,12:12:32.463,18,24.2,30.7,30.6,31.7,29.2,70.1,80.8
22,12:12:32.512,18,24.2,30.7,30.6,31.7,29.2,70.1,80.8
23,12:12:32.563,18,24.2,30.7,30.6,31.7,29.2,70.1,80.8
24,12:12:32.613,18,24.2,30.7,30.6,31.7,29.1,70.1,80.8
25,12:12:32.663,18,24.2,30.7,30.6,31.7,29.1,70.1,80.8
26,12:12:32.713,18,24.2,30.7,30.6,31.7,29.2,70.1,81.1
27,12:12:32.762,18,24.2,30.7,30.6,31.7,29.2,70.1,81.1
28,12:12:32.813,18,24.2,30.7,30.6,31.7,29.2,70.1,81.1
29,12:12:32.863,18,24.2,30.7,30.6,31.7,29.1,70.1,81.1
30,12:12:32.913,18,24.2,30.7,30.6,31.7,29.1,70.1,81.4
31,12:12:32.962,18,24.2,30.7,30.6,31.7,29.1,70.1,81.4
32,12:12:33.013,18,24.2,30.6,30.6,31.6,29.1,70.1,81.4
33,12:12:33.063,18,24.2,30.7,30.5,31.6,29.1,69.8,81.4
34,12:12:33.113,18,24.2,30.7,30.5,31.6,29.1,69.8,81.4
35,12:12:33.163,18,24.2,30.7,30.5,31.6,29.0,69.8,81.8
36,12:12:33.213,18,24.2,30.7,30.5,31.6,29.0,69.8,81.8
37,12:12:33.262,18,24.2,30.7,30.5,31.6,29.0,69.8,81.8
38,12:12:33.313,18,24.2,30.6,30.5,31.6,29.0,69.8,82.1
39,12:12:33.363,18,24.2,30.6,30.5,31.6,29.0,69.8,82.1
40,12:12:33.412,18,24.2,30.6,30.4,31.6,29.0,69.8,82.1
41,12:12:33.467,18,24.2,30.6,30.4,31.6,29.1,69.8,82.1
42,12:12:33.513,18,24.2,30.6,30.4,31.7,29.0,69.8,82.4
43,12:12:33.563,17,24.2,30.6,30.4,31.6,29.0,69.8,82.4
44,12:12:33.613,18,24.2,30.7,30.5,31.6,29.0,69.5,82.4
45,12:12:33.663,18,24.2,30.7,30.4,31.6,29.0,69.5,82.4
46,12:12:33.713,18,24.2,30.6,30.4,31.7,29.0,69.5,82.7
47,12:12:33.763,18,24.2,30.7,30.4,31.6,28.9,69.5,82.7
48,12:12:33.812,18,24.2,30.7,30.4,31.6,28.9,69.5,82.7
49,12:12:33.863,18,24.2,30.7,30.4,31.6,28.9,69.5,83.0
50,12:12:33.913,18,24.2,30.5,30.4,31.7,28.9,69.5,83.0
51,12:12:33.963,18,24.2,30.5,30.4,31.7,28.9,69.5,83.0
52,12:12:34.012,18,24.2,30.6,30.3,31.7,28.9,69.5,83.0
53,12:12:34.063,18,24.2,30.6,30.3,31.7,29.0,69.5,83.3
54,12:12:34.113,18,24.2,30.6,30.3,31.7,29.0,69.5,83.3
55,12:12:34.163,18,24.2,30.5,30.3,31.7,29.0,69.5,83.3
56,12:12:34.213,18,24.2,30.5,30.3,31.8,29.0,69.5,83.3
57,12:12:34.263,18,24.2,30.5,30.3,31.8,29.0,69.5,83.3
58,12:12:34.313,18,24.2,30.5,30.2,31.8,29.0,69.5,83.3
59,12:12:34.363,18,24.2,30.5,30.2,31.8,28.9,69.5,83.6
60,12:12:34.412,18,24.2,30.5,30.2,31.8,28.9,69.2,83.6
61,12:12:34.463,18,24.2,30.5,30.2,31.8,28.9,69.2,83.6
62,12:12:34.513,18,24.2,30.5,30.2,31.8,28.9,69.2,84.0
63,12:12:34.563,18,24.2,30.5,30.2,31.9,28.9,69.2,84.0
64,12:12:34.612,18,24.2,30.5,30.1,31.9,28.9,69.2,84.0
65,12:12:34.662,18,24.2,30.5,30.1,31.9,28.9,69.2,84.0
66,12:12:34.713,18,24.2,30.5,30.1,31.9,28.9,69.2,84.0
67,12:12:34.763,18,24.2,30.5,30.1,31.9,28.9,69.2,84.3
68,12:12:34.813,18,24.2,30.5,30.1,31.8,28.8,69.2,84.3
69,12:12:34.863,18,24.2,30.5,30.1,31.8,28.9,69.2,84.3
70,12:12:34.912,18,24.2,30.5,30.0,31.8,28.9,69.2,84.3
71,12:12:34.963,18,24.2,30.5,30.0,31.8,28.9,69.2,84.6
72,12:12:35.012,18,24.2,30.5,30.0,31.8,28.9,69.2,84.6
73,12:12:35.063,18,24.2,30.5,30.0,31.8,28.9,69.2,84.6
74,12:12:35.113,18,24.2,30.4,30.0,31.8,28.9,69.2,84.6
75,12:12:35.163,18,24.2,30.4,30.0,31.8,28.9,68.8,84.9
76,12:12:35.213,18,24.2,30.4,30.0,31.7,28.9,68.8,84.9
77,12:12:35.263,18,24.2,30.4,30.0,31.8,28.8,68.8,84.9
78,12:12:35.312,18,24.2,30.4,30.0,31.8,28.9,68.8,84.9
79,12:12:35.363,18,24.2,30.4,30.0,31.8,28.8,68.8,85.2
80,12:12:35.413,18,24.2,30.4,30.0,31.8,28.9,68.8,85.2
81,12:12:35.463,18,24.2,30.4,30.0,31.6,28.9,68.8,85.2
82,12:12:35.513,18,24.2,30.4,30.0,31.7,28.9,68.8,85.5
83,12:12:35.563,18,24.2,30.4,30.0,31.6,28.9,68.8,85.5
84,12:12:35.613,18,24.2,30.3,30.0,31.7,28.9,68.8,85.5
85,12:12:35.663,18,24.2,30.4,30.0,31.6,28.9,68.8,85.5
86,12:12:35.713,18,24.2,30.2,30.0,31.6,28.8,68.8,85.5
87,12:12:35.763,18,24.2,30.2,30.0,31.6,28.9,68.8,85.9
88,12:12:35.813,18,24.2,30.2,30.0,31.5,28.8,68.8,85.9
89,12:12:35.863,18,24.2,30.2,30.0,31.6,28.9,68.5,85.9
90,12:12:35.913,18,24.2,30.2,30.0,31.6,28.9,68.5,85.9
91,12:12:35.963,18,24.2,30.2,30.0,31.6,28.9,68.5,86.2
92,12:12:36.013,18,24.2,30.1,30.0,31.6,28.9,68.5,86.2
93,12:12:36.063,18,24.2,30.0,30.0,31.6,28.9,68.5,86.2
94,12:12:36.113,18,24.2,30.0,29.9,31.6,28.9,68.5,86.2
95,12:12:36.163,17,24.2,30.0,29.9,31.6,28.9,68.5,86.2
96,12:12:36.213,18,24.2,30.0,30.0,31.6,28.9,68.5,86.2
97,12:12:36.263,17,24.2,30.0,29.9,31.6,28.8,68.5,86.5
98,12:12:36.313,18,24.2,30.0,29.9,31.7,28.9,68.5,86.5
99,12:12:36.363,18,24.2,30.0,29.9,31.6,28.9,68.2,86.5
100,12:12:36.413,18,24.2,30.0,29.9,31.5,28.9,68.5,86.5
101,12:12:36.463,18,24.2,30.0,29.9,31.5,28.8,68.5,86.5
102,12:12:36.512,18,24.2,30.0,29.9,31.5,28.8,68.2,86.5
103,12:12:36.563,18,24.2,30.0,29.9,31.5,28.8,68.2,86.8
104,12:12:36.612,18,24.2,30.0,29.9,31.5,28.8,68.2,86.8
105,12:12:36.663,18,24.2,29.9,29.8,31.6,28.9,68.2,87.1
106,12:12:36.713,18,24.2,29.8,29.8,31.6,28.9,68.2,87.1
107,12:12:36.763,18,24.2,29.9,29.8,31.6,28.9,68.2,87.1
108,12:12:36.812,18,24.2,29.9,29.8,31.6,28.8,68.2,87.1
109,12:12:36.863,18,24.2,29.8,29.8,31.6,28.8,68.2,87.1
110,12:12:36.913,18,24.2,29.9,29.8,31.7,28.8,68.2,87.4
111,12:12:36.962,18,24.2,29.9,29.8,31.7,28.8,68.2,87.4
112,12:12:37.013,18,24.2,29.9,29.7,31.7,28.8,68.2,87.4
113,12:12:37.063,18,24.2,29.9,29.6,31.7,28.8,68.2,87.4
114,12:12:37.113,18,24.2,29.9,29.6,31.7,28.8,68.2,87.4
115,12:12:37.163,18,24.2,29.9,29.6,31.7,28.8,68.2,87.4
116,12:12:37.212,18,24.2,29.9,29.6,31.7,28.8,68.2,87.7
117,12:12:37.263,18,24.2,30.0,29.6,31.7,28.8,68.2,87.7
118,12:12:37.313,18,24.2,30.0,29.6,31.7,28.8,68.2,87.7
119,12:12:37.363,18,24.2,30.0,29.6,31.6,28.8,67.9,88.1
120,12:12:37.412,18,24.2,30.0,29.6,31.6,28.8,67.9,88.1
121,12:12:37.462,18,24.2,30.0,29.6,31.6,28.8,67.9,88.1
122,12:12:37.513,18,24.2,30.0,29.6,31.6,28.8,67.9,88.1
123,12:12:37.562,18,24.2,29.9,29.6,31.6,28.8,67.9,88.1
124,12:12:37.613,18,24.2,29.9,29.6,31.8,28.8,67.9,88.4
125,12:12:37.663,18,24.2,29.9,29.5,31.8,28.8,67.9,88.4
126,12:12:37.712,18,24.2,29.9,29.5,31.8,28.8,67.9,88.4
127,12:12:37.763,18,24.2,29.9,29.5,31.8,28.8,67.9,88.4
128,12:12:37.813,18,24.2,29.9,29.5,31.8,28.9,67.9,88.7
129,12:12:37.863,18,24.2,29.9,29.5,31.8,28.8,67.9,88.7
130,12:12:37.913,18,24.2,29.9,29.5,31.7,28.8,67.9,88.7
131,12:12:37.963,18,24.2,29.9,29.4,31.7,28.9,67.9,88.7
132,12:12:38.013,18,24.2,29.9,29.4,31.7,28.8,67.9,88.7
133,12:12:38.063,18,24.2,29.9,29.4,31.7,28.9,67.9,88.7
134,12:12:38.113,18,24.2,29.9,29.4,31.7,28.9,67.9,89.0
135,12:12:38.163,18,24.2,29.9,29.4,31.7,28.8,67.9,89.0
136,12:12:38.213,18,24.2,29.9,29.4,31.7,28.9,67.9,89.0
137,12:12:38.263,18,24.2,29.9,29.3,31.7,28.8,67.6,89.0
138,12:12:38.314,18,24.2,29.9,29.3,31.7,28.9,67.9,89.0
139,12:12:38.363,18,24.2,29.9,29.3,31.7,28.9,67.6,89.0
140,12:12:38.412,18,24.2,29.9,29.3,31.7,28.9,67.6,89.3
141,12:12:38.463,18,24.2,29.9,29.3,31.7,28.9,67.6,89.3
142,12:12:38.513,18,24.2,29.8,29.3,31.8,28.9,67.6,89.0
143,12:12:38.563,18,24.2,29.8,29.2,31.8,28.9,67.6,89.3
144,12:12:38.613,18,24.2,29.8,29.2,31.8,28.9,67.6,89.3
145,12:12:38.663,18,24.2,29.8,29.2,31.8,28.8,67.6,89.3
146,12:12:38.713,18,24.2,29.7,29.2,31.8,28.8,67.6,89.3
147,12:12:38.762,18,24.2,29.7,29.2,31.8,28.8,67.6,89.3
148,12:12:38.813,18,24.2,29.8,29.2,31.8,28.8,67.6,89.6
149,12:12:38.863,18,24.2,29.8,29.1,31.8,28.8,67.6,89.6
150,12:12:38.913,18,24.2,29.8,29.1,31.8,28.8,67.6,89.6
151,12:12:38.962,18,24.2,29.8,29.2,31.8,28.8,67.6,89.6
